"Type","UniqueName","Name"
"BPLegalEntity","Foseco Chile Ltda.","Foseco Chile Ltda."
"BPLegalEntity","Foseco Holding International B.V.","Foseco Holding International B.V."
"BPLegalEntity","Foseco Holding, Inc.","Foseco Holding, Inc."
"BPLegalEntity","Foseco India Limited","Foseco India Limited"
"BPLegalEntity","Foseco, Inc.","Foseco, Inc."
"BPLegalEntity","Fosven, CA","Fosven, CA"
"BPLegalEntity","Fowler I Holdings LLC","Fowler I Holdings LLC"
"BPLegalEntity","Fowler II Holdings LLC","Fowler II Holdings LLC"
"BPLegalEntity","Fowler Ridge Holdings LLC","Fowler Ridge Holdings LLC"
"BPLegalEntity","Fowler Ridge I Land Investments LLC","Fowler Ridge I Land Investments LLC"
"BPLegalEntity","Fowler Ridge II Holdings LLC","Fowler Ridge II Holdings LLC"
"BPLegalEntity","Fowler Ridge II Wind Farm LLC","Fowler Ridge II Wind Farm LLC"
"BPLegalEntity","Fowler Ridge III Wind Farm LLC","Fowler Ridge III Wind Farm LLC"
"BPLegalEntity","Fowler Ridge Wind Farm LLC","Fowler Ridge Wind Farm LLC"
"BPLegalEntity","FreeBees B.V.","FreeBees B.V."
"BPLegalEntity","FSH Flughafen-Schwechat Hydranten Gesellschaft","FSH Flughafen-Schwechat Hydranten Gesellschaft"
"BPLegalEntity","Fuel & Retail Aviation Sweden AB","Fuel & Retail Aviation Sweden AB"
"BPLegalEntity","Fuelling Aviation Service - FAS","Fuelling Aviation Service - FAS"
"BPLegalEntity","FUELPLANE- Sociedade Abastecedora de Aeronaves, Unipessoal, Lda","FUELPLANE- Sociedade Abastecedora de Aeronaves, Unipessoal, Lda"
"BPLegalEntity","Fundación para la Eficiencia Energética de la Comunidad Valenciana","Fundación para la Eficiencia Energética de la Comunidad Valenciana"
"BPLegalEntity","Gardena Holdings Inc.","Gardena Holdings Inc."
"BPLegalEntity","Gardermeon Fuelling Services AS","Gardermeon Fuelling Services AS"
"BPLegalEntity","Gas Link S.A.","Gas Link S.A."
"BPLegalEntity","Gasoducto Cruz del Sur S.A.","Gasoducto Cruz del Sur S.A."
"BPLegalEntity","Gasolin GmbH","Gasolin GmbH"
"BPLegalEntity","Gasolinera Industrial S.L.","Gasolinera Industrial S.L."
"BPLegalEntity","Gatwick Airport Storage and Hydrant Company Limited","Gatwick Airport Storage and Hydrant Company Limited"
"BPLegalEntity","Gemalsur S.A.","Gemalsur S.A."
"BPLegalEntity","GEOGAZ - LAVERA","GEOGAZ - LAVERA"
"BPLegalEntity","Georg Reitberger Mineralole GmbH & Co. KG","Georg Reitberger Mineralole GmbH & Co. KG"
"BPLegalEntity","Georg Reitberger Mineralöle Verwaltungs GmbH","Georg Reitberger Mineralöle Verwaltungs GmbH"
"BPLegalEntity","Georgian Pipeline Company","Georgian Pipeline Company"
"BPLegalEntity","GEOVEXIN","GEOVEXIN"
"BPLegalEntity","Gesellschaft für Stromwirtschaft eG","Gesellschaft für Stromwirtschaft eG"
"BPLegalEntity","Gezamenlijke Tankdienst Schiphol B.V.","Gezamenlijke Tankdienst Schiphol B.V."
"BPLegalEntity","GISSCO S.A.","GISSCO S.A."
"BPLegalEntity","GOAM 1 C.I S. A .S","GOAM 1 C.I S. A .S"
"BPLegalEntity","GOMH Holdings, Inc.","GOMH Holdings, Inc."
"BPLegalEntity","Goshen Phase II LLC","Goshen Phase II LLC"
"BPLegalEntity","Gothenburgh Fuelling Company AB (GFC)","Gothenburgh Fuelling Company AB (GFC)"
"BPLegalEntity","Grampian Aviation Fuelling Services Limited","Grampian Aviation Fuelling Services Limited"
"BPLegalEntity","Grangemouth Holdings Limited","Grangemouth Holdings Limited"
"BPLegalEntity","Grangemouth Properties Limited","Grangemouth Properties Limited"
"BPLegalEntity","Gravcap, Inc.","Gravcap, Inc."
"BPLegalEntity","Groupement d'Exploitation du Dépôt de Réception de Chennevières - GEDRC","Groupement d'Exploitation du Dépôt de Réception de Chennevières - GEDRC"
"BPLegalEntity","Groupement Pétrolier de Brest - GPB","Groupement Pétrolier de Brest - GPB"
"BPLegalEntity","Groupement Pétrolier de Saint Pierre des Corps - GPSPC","Groupement Pétrolier de Saint Pierre des Corps - GPSPC"
"BPLegalEntity","Groupement Pétrolier de Strasbourg","Groupement Pétrolier de Strasbourg"
"BPLegalEntity","Groupement pour l'Avitaillement de Lyon Saint-Exupéry - GALYS","Groupement pour l'Avitaillement de Lyon Saint-Exupéry - GALYS"
"BPLegalEntity","Guangdong Dapeng LNG Company Limited","Guangdong Dapeng LNG Company Limited"
"BPLegalEntity","Guangdong Investments Limited","Guangdong Investments Limited"
"BPLegalEntity","Gulf Of Suez Petroleum Company ""GUPCO""","Gulf Of Suez Petroleum Company ""GUPCO"""
"BPLegalEntity","GVÖ Gebinde-Verwertungsgesellschaft der Mineralölwirtschaft mbH","GVÖ Gebinde-Verwertungsgesellschaft der Mineralölwirtschaft mbH"
"BPLegalEntity","GVZ Entwicklungsgesellschaft Bremen mbH","GVZ Entwicklungsgesellschaft Bremen mbH"
"BPLegalEntity","Hamburg Tank Service (HTS) GbR","Hamburg Tank Service (HTS) GbR"
"BPLegalEntity","Havacilik Yakit Ikmali Operasyon Ortakligi","Havacilik Yakit Ikmali Operasyon Ortakligi"
"BPLegalEntity","Heathrow Airport Fuel Company Limited","Heathrow Airport Fuel Company Limited"
"BPLegalEntity","Heathrow Hydrant Operating Company Limited","Heathrow Hydrant Operating Company Limited"
"BPLegalEntity","Heinrich Fip GmbH & Co. KG","Heinrich Fip GmbH & Co. KG"
"BPLegalEntity","Hemel Restaurant Limited","Hemel Restaurant Limited"
"BPLegalEntity","HFS Hamburg Fuelling Services GbR","HFS Hamburg Fuelling Services GbR"
"BPLegalEntity","Hiergeist Heizolhandel GmbH & Co. KG","Hiergeist Heizolhandel GmbH & Co. KG"
"BPLegalEntity","Hiergeist Verwaltung GmbH","Hiergeist Verwaltung GmbH"
"BPLegalEntity","Highlands Ethanol, LLC","Highlands Ethanol, LLC"
"BPLegalEntity","Hokchi Energy S.A. de C.V.","Hokchi Energy S.A. de C.V."
"BPLegalEntity","Hokchi Iberica S.L.","Hokchi Iberica S.L."
"BPLegalEntity","Hydranten-Betriebs OHG","Hydranten-Betriebs OHG"
"BPLegalEntity","Hydrogen Energy International Limited","Hydrogen Energy International Limited"
"BPLegalEntity","Hydrogen Energy International LLC","Hydrogen Energy International LLC"
"BPLegalEntity","IGI Resources, Inc.","IGI Resources, Inc."
"BPLegalEntity","In Salah Gas Ltd","In Salah Gas Ltd"
"BPLegalEntity","In Salah Gas Services Ltd","In Salah Gas Services Ltd"
"BPLegalEntity","Independent Petroleum Laboratory Limited","Independent Petroleum Laboratory Limited"
"BPLegalEntity","India Gas Solutions Private Limited","India Gas Solutions Private Limited"
"BPLegalEntity","International Card Centre Limited","International Card Centre Limited"
"BPLegalEntity","International Gas Transportation Company Limited","International Gas Transportation Company Limited"
"BPLegalEntity","Iraq Petroleum Company Limited","Iraq Petroleum Company Limited"
"BPLegalEntity","J & A Petrochemical Sdn. Bhd.","J & A Petrochemical Sdn. Bhd."
"BPLegalEntity","Jamaica Aircraft Refuelling Services Limited","Jamaica Aircraft Refuelling Services Limited"
"BPLegalEntity","Joint Inspection Group Limited","Joint Inspection Group Limited"
"BPLegalEntity","Jupiter Insurance Limited","Jupiter Insurance Limited"
"BPLegalEntity","Ken-Chas Reserve Company","Ken-Chas Reserve Company"
"BPLegalEntity","Kingston Research Limited","Kingston Research Limited"
"BPLegalEntity","Klaus Köhn GmbH","Klaus Köhn GmbH"
"BPLegalEntity","Köhn & Plambeck GmbH & Co. KG","Köhn & Plambeck GmbH & Co. KG"
"BPLegalEntity","Konsortium Deutsche Transalpine Oelleitung GbR","Konsortium Deutsche Transalpine Oelleitung GbR"
"BPLegalEntity","Kurt Ammenn GmbH & Co. KG","Kurt Ammenn GmbH & Co. KG"
"BPLegalEntity","Kwanati Investments (RF) (Pty) Ltd","Kwanati Investments (RF) (Pty) Ltd"
"BPLegalEntity","LandGut Wohnbau Errichtungs GmbH","LandGut Wohnbau Errichtungs GmbH"
"BPLegalEntity","Latin Energy Argentina S.A.","Latin Energy Argentina S.A."
"BPLegalEntity","Lebanese Aviation Technical Services S.A.L.","Lebanese Aviation Technical Services S.A.L."
"BPLegalEntity","LFS Langenhagen Fuelling Services GbR","LFS Langenhagen Fuelling Services GbR"
"BPLegalEntity","Limited Liability Company TYNGD","Limited Liability Company TYNGD"
"BPLegalEntity","Lotos - Air BP Polska Spółka z ograniczoną odpowiedzialnością","Lotos - Air BP Polska Spółka z ograniczoną odpowiedzialnością"
"BPLegalEntity","LOTTE BP Chemical Co., Ltd","LOTTE BP Chemical Co., Ltd"
"BPLegalEntity","Lubricants UK Limited","Lubricants UK Limited"
"BPLegalEntity","LULLY .01 SA","LULLY .01 SA"
"BPLegalEntity","Maasvlakte Olie Terminal C.V.","Maasvlakte Olie Terminal C.V."
"BPLegalEntity","Maasvlakte Olie Terminal N.V.","Maasvlakte Olie Terminal N.V."
"BPLegalEntity","Maatschap Europoort Terminal","Maatschap Europoort Terminal"
"BPLegalEntity","Malmo Fuelling Services AB","Malmo Fuelling Services AB"
"BPLegalEntity","Manchester Airport Storage and Hydrant Company Limited","Manchester Airport Storage and Hydrant Company Limited"
"BPLegalEntity","Manpetrol S.A.","Manpetrol S.A."
"BPLegalEntity","Mardi Gras Endymion Oil Pipeline Company, LLC","Mardi Gras Endymion Oil Pipeline Company, LLC"
"BPLegalEntity","Mardi Gras Transportation System Inc.","Mardi Gras Transportation System Inc."
"BPLegalEntity","Markoil, S.A. Unipersonal","Markoil, S.A. Unipersonal"
"BPLegalEntity","Mars Oil Pipeline Company","Mars Oil Pipeline Company"
"BPLegalEntity","Masana Petroleum Solutions (Pty) Ltd","Masana Petroleum Solutions (Pty) Ltd"
"BPLegalEntity","MATELUB S.A.R.L. (Baldersheim/Frankreich)","MATELUB S.A.R.L. (Baldersheim/Frankreich)"
"BPLegalEntity","Mayaro Initiative for Private Enterprise Development","Mayaro Initiative for Private Enterprise Development"
"BPLegalEntity","McFall Fuel Limited","McFall Fuel Limited"
"BPLegalEntity","Mediteranean Gas Co. ""MEDGAS""","Mediteranean Gas Co. ""MEDGAS"""
"BPLegalEntity","Mehoopany Holdings LLC","Mehoopany Holdings LLC"
"BPLegalEntity","Mehoopany Wind Energy LLC","Mehoopany Wind Energy LLC"
"BPLegalEntity","Mehoopany Wind Holdings LLC","Mehoopany Wind Holdings LLC"
"BPLegalEntity","MES TECNOLOGIA EN SERVICIOS Y ENERGIA, S.A. DE C.V.","MES TECNOLOGIA EN SERVICIOS Y ENERGIA, S.A. DE C.V."
"BPLegalEntity","Middle East Lubricants Company LLC","Middle East Lubricants Company LLC"
"BPLegalEntity","Milne Point Pipeline, LLC","Milne Point Pipeline, LLC"
"BPLegalEntity","Mineraloelraffinerie Oberrhein GmbH & Co. KG","Mineraloelraffinerie Oberrhein GmbH & Co. KG"
"BPLegalEntity","Mineraloelraffinerie Oberrhein Verwaltungsgesellschaft mbH","Mineraloelraffinerie Oberrhein Verwaltungsgesellschaft mbH"
"BPLegalEntity","Mineralol-Handels-Gesellschaft mbH, Celle","Mineralol-Handels-Gesellschaft mbH, Celle"
"BPLegalEntity","Minza Pty. Ltd.","Minza Pty. Ltd."
"BPLegalEntity","Mobene GmbH & Co. KG","Mobene GmbH & Co. KG"
"BPLegalEntity","Mobene Verwaltungs-GmbH","Mobene Verwaltungs-GmbH"
"BPLegalEntity","MOUNTAIN CITY REMEDIATION, LLC","MOUNTAIN CITY REMEDIATION, LLC"
"BPLegalEntity","Multi Tank Card B.V.","Multi Tank Card B.V."
"BPLegalEntity","N.V. Rotterdam-Rijn-Pijpleiding Maatschappij (RRP)","N.V. Rotterdam-Rijn-Pijpleiding Maatschappij (RRP)"
"BPLegalEntity","National Gas Shipping Company, Limited","National Gas Shipping Company, Limited"
"BPLegalEntity","Natural Gas Vehicles Company ""NGVC""","Natural Gas Vehicles Company ""NGVC"""
"BPLegalEntity","New Zealand Oil Services Limited","New Zealand Oil Services Limited"
"BPLegalEntity","NFX Combustíveis Marítimos Ltda.","NFX Combustíveis Marítimos Ltda."
"BPLegalEntity","Nigermed Petroleum S.A.","Nigermed Petroleum S.A."
"BPLegalEntity","Nile Delta Oil Company (NIDOCO)","Nile Delta Oil Company (NIDOCO)"
"BPLegalEntity","No. 1 Riverside Quay Proprietary Limited","No. 1 Riverside Quay Proprietary Limited"
"BPLegalEntity","Nordic Lubricants A/S","Nordic Lubricants A/S"
"BPLegalEntity","Nordic Lubricants AB","Nordic Lubricants AB"
"BPLegalEntity","Nordic Lubricants Oy","Nordic Lubricants Oy"
"BPLegalEntity","Nord-West Oelleitung GmbH","Nord-West Oelleitung GmbH"
"BPLegalEntity","North America Funding Company","North America Funding Company"
"BPLegalEntity","North Ghara Petroleum Company (NOGHCO)","North Ghara Petroleum Company (NOGHCO)"
"BPLegalEntity","North October Petroleum Company ""NOPCO""","North October Petroleum Company ""NOPCO"""
"BPLegalEntity","North West Shelf Gas Pty Limited","North West Shelf Gas Pty Limited"
"BPLegalEntity","North West Shelf Liaison Company Pty. Ltd.","North West Shelf Liaison Company Pty. Ltd."
"BPLegalEntity","North West Shelf Shipping Service Company Pty Ltd","North West Shelf Shipping Service Company Pty Ltd"
"BPLegalEntity","Oberrheinische Mineralolwerke GmbH","Oberrheinische Mineralolwerke GmbH"
"BPLegalEntity","Ocwen Energy Pty Ltd","Ocwen Energy Pty Ltd"
"BPLegalEntity","Oelwerke Julius Schindler GmbH","Oelwerke Julius Schindler GmbH"
"BPLegalEntity","Oficina de Cambio de Suministrador, S.A.","Oficina de Cambio de Suministrador, S.A."
"BPLegalEntity","Oil Spill Response Limited","Oil Spill Response Limited"
"BPLegalEntity","Oleoductos Canarios, S.A.","Oleoductos Canarios, S.A. "
"BPLegalEntity","Oleoductos del Valle (Oldelval) S.A.","Oleoductos del Valle (Oldelval) S.A."
"BPLegalEntity","Olympic Pipe Line Company","Olympic Pipe Line Company"
"BPLegalEntity","OMD87, Inc.","OMD87, Inc."
"BPLegalEntity","Omega Oil Company","Omega Oil Company"
"BPLegalEntity","OPCO - Sociedade Operacional Angola LNG, S.A.","OPCO - Sociedade Operacional Angola LNG, S.A."
"BPLegalEntity","Orion Delaware Mountain Wind Farm LP","Orion Delaware Mountain Wind Farm LP"
"BPLegalEntity","Orion Energy Holdings, LLC","Orion Energy Holdings, LLC"
"BPLegalEntity","Orion Energy L.L.C.","Orion Energy L.L.C."
"BPLegalEntity","Orion Post Land Investments, LLC","Orion Post Land Investments, LLC"
"BPLegalEntity","Oslo Lufthaven Tankanlegg AS","Oslo Lufthaven Tankanlegg AS"
"BPLegalEntity","OVERSEAS BRANCH - Air BP Limited Kosovo Branch","OVERSEAS BRANCH - Air BP Limited Kosovo Branch"
"BPLegalEntity","OVERSEAS BRANCH - Amoco Austria Petroleum Company - Zweigniederlassung Wien","OVERSEAS BRANCH - Amoco Austria Petroleum Company - Zweigniederlassung Wien"
"BPLegalEntity","OVERSEAS BRANCH - Amoco Trinidad Gas B.V.","OVERSEAS BRANCH - Amoco Trinidad Gas B.V."
"BPLegalEntity","OVERSEAS BRANCH - Angola LNG Limited","OVERSEAS BRANCH - Angola LNG Limited"
"BPLegalEntity","OVERSEAS BRANCH - ARCO Coal Australia Inc.","OVERSEAS BRANCH - ARCO Coal Australia Inc."
"BPLegalEntity","OVERSEAS BRANCH - Arco Oman Inc. Muscat Branch","OVERSEAS BRANCH - Arco Oman Inc. Muscat Branch"
"BPLegalEntity","OVERSEAS BRANCH - ARCO Trinidad Exploration and Production Company Limited","OVERSEAS BRANCH - ARCO Trinidad Exploration and Production Company Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP (China) Holdings Limited - Beijing","OVERSEAS BRANCH - BP (China) Holdings Limited - Beijing"
"BPLegalEntity","OVERSEAS BRANCH - BP (China) Holdings Limited - Guangzhou","OVERSEAS BRANCH - BP (China) Holdings Limited - Guangzhou"
"BPLegalEntity","OVERSEAS BRANCH - BP (China) Industrial Lubricants Limited - Shanghai","OVERSEAS BRANCH - BP (China) Industrial Lubricants Limited - Shanghai"
"BPLegalEntity","OVERSEAS BRANCH - BP Amoco Exploration (In Amenas) Limited","OVERSEAS BRANCH - BP Amoco Exploration (In Amenas) Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP Angola (Block 18) BV - Sucursal de Angola","OVERSEAS BRANCH - BP Angola (Block 18) BV - Sucursal de Angola"
"BPLegalEntity","OVERSEAS BRANCH - BP BRASIL LIMITADA","OVERSEAS BRANCH - BP BRASIL LIMITADA"
"BPLegalEntity","OVERSEAS BRANCH - BP China Exploration and Production Company - Beijing","OVERSEAS BRANCH - BP China Exploration and Production Company - Beijing"
"BPLegalEntity","OVERSEAS BRANCH - BP Eastern Mediterranean Limited","OVERSEAS BRANCH - BP Eastern Mediterranean Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP Egypt Company","OVERSEAS BRANCH - BP Egypt Company"
"BPLegalEntity","OVERSEAS BRANCH - BP Egypt East Delta Marine","OVERSEAS BRANCH - BP Egypt East Delta Marine"
"BPLegalEntity","OVERSEAS BRANCH - BP Egypt East Tanka B.V.","OVERSEAS BRANCH - BP Egypt East Tanka B.V."
"BPLegalEntity","OVERSEAS BRANCH - BP Egypt Production B.V.","OVERSEAS BRANCH - BP Egypt Production B.V."
"BPLegalEntity","OVERSEAS BRANCH - BP Egypt Ras El Barr B.V.","OVERSEAS BRANCH - BP Egypt Ras El Barr B.V."
"BPLegalEntity","OVERSEAS BRANCH - BP Egypt West Mediterranean (Block B) B.V.","OVERSEAS BRANCH - BP Egypt West Mediterranean (Block B) B.V."
"BPLegalEntity","OVERSEAS BRANCH - BP Energy Asia Pte. Limited","OVERSEAS BRANCH - BP Energy Asia Pte. Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP Energy Asia Pte. Limited","OVERSEAS BRANCH - BP Energy Asia Pte. Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP Energy Company (Colombia) Ltd","OVERSEAS BRANCH - BP Energy Company (Colombia) Ltd"
"BPLegalEntity","OVERSEAS BRANCH - BP Energy Europe Ltd Sede Secondaria","OVERSEAS BRANCH - BP Energy Europe Ltd Sede Secondaria"
"BPLegalEntity","OVERSEAS BRANCH - BP Europa SE - BP Belgium","OVERSEAS BRANCH - BP Europa SE - BP Belgium"
"BPLegalEntity","OVERSEAS BRANCH - BP Europa SE - BP Nederland","OVERSEAS BRANCH - BP Europa SE - BP Nederland"
"BPLegalEntity","OVERSEAS BRANCH - BP Europa SE Spolka Europejska Oddzial w Polsce","OVERSEAS BRANCH - BP Europa SE Spolka Europejska Oddzial w Polsce"
"BPLegalEntity","OVERSEAS BRANCH - BP Europa SE Zweigniederlassung BP Austria","OVERSEAS BRANCH - BP Europa SE Zweigniederlassung BP Austria"
"BPLegalEntity","OVERSEAS BRANCH - BP Europa SE, Hamburg, Zweigniederlassung BP (Switzerland) Zug","OVERSEAS BRANCH - BP Europa SE, Hamburg, Zweigniederlassung BP (Switzerland) Zug"
"BPLegalEntity","OVERSEAS BRANCH - BP Europe SE Magyarorszagi Fioktelepe","OVERSEAS BRANCH - BP Europe SE Magyarorszagi Fioktelepe"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration (Algeria) Limited - Bourarhat","OVERSEAS BRANCH - BP Exploration (Algeria) Limited - Bourarhat"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration (Alpha) Limited","OVERSEAS BRANCH - BP Exploration (Alpha) Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration (Alpha) Limited","OVERSEAS BRANCH - BP Exploration (Alpha) Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration (Alpha) Limited","OVERSEAS BRANCH - BP Exploration (Alpha) Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration (Alpha) Limited","OVERSEAS BRANCH - BP Exploration (Alpha) Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration (Angola) Limited - Sucursal de Angola","OVERSEAS BRANCH - BP Exploration (Angola) Limited - Sucursal de Angola"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration (Caspian Sea) Limited","OVERSEAS BRANCH - BP Exploration (Caspian Sea) Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration (Caspian Sea) Limited","OVERSEAS BRANCH - BP Exploration (Caspian Sea) Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration (Delta) Limited","OVERSEAS BRANCH - BP Exploration (Delta) Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration (El Djazair) Limited - In Salah / Rhourde el Baguel","OVERSEAS BRANCH - BP Exploration (El Djazair) Limited - In Salah / Rhourde el Baguel"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration (Epsilon) Limited","OVERSEAS BRANCH - BP Exploration (Epsilon) Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration (Namibia) Limited","OVERSEAS BRANCH - BP Exploration (Namibia) Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration (Shah Deniz) Limited","OVERSEAS BRANCH - BP Exploration (Shah Deniz) Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration (South Atlantic) Sucursal Uruguay","OVERSEAS BRANCH - BP Exploration (South Atlantic) Sucursal Uruguay"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration Angola (Kwanza Benguela) Limited - Sucursal de Angola","OVERSEAS BRANCH - BP Exploration Angola (Kwanza Benguela) Limited - Sucursal de Angola"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration Beta Limited - Sucursal de Angola","OVERSEAS BRANCH - BP Exploration Beta Limited - Sucursal de Angola"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration Libya Limited - EPSA / Libya","OVERSEAS BRANCH - BP Exploration Libya Limited - EPSA / Libya"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration Morocco Limited","OVERSEAS BRANCH - BP Exploration Morocco Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration North Africa Limited","OVERSEAS BRANCH - BP Exploration North Africa Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration Operating Company Limited","OVERSEAS BRANCH - BP Exploration Operating Company Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration Operating Company Limited","OVERSEAS BRANCH - BP Exploration Operating Company Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration Operating Company Limited","OVERSEAS BRANCH - BP Exploration Operating Company Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration Operating Company Limited - Abu Dhabi","OVERSEAS BRANCH - BP Exploration Operating Company Limited - Abu Dhabi"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration Operating Company Limited - Dubai Airport FZ","OVERSEAS BRANCH - BP Exploration Operating Company Limited - Dubai Airport FZ"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration Operating Company Limited - Jordan","OVERSEAS BRANCH - BP Exploration Operating Company Limited - Jordan"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration Operating Company Limited - Moscow","OVERSEAS BRANCH - BP Exploration Operating Company Limited - Moscow"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration Operating Company Limited - Turkmenistan","OVERSEAS BRANCH - BP Exploration Operating Company Limited - Turkmenistan"
"BPLegalEntity","OVERSEAS BRANCH - BP Exploration Orinoco Limited","OVERSEAS BRANCH - BP Exploration Orinoco Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP International Ltd","OVERSEAS BRANCH - BP International Ltd"
"BPLegalEntity","OVERSEAS BRANCH - BP Iran Limited","OVERSEAS BRANCH - BP Iran Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP Iraq N.V.","OVERSEAS BRANCH - BP Iraq N.V."
"BPLegalEntity","OVERSEAS BRANCH - BP Kuwait Limited","OVERSEAS BRANCH - BP Kuwait Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP Latin America LLC - Sucursal Colombia","OVERSEAS BRANCH - BP Latin America LLC - Sucursal Colombia"
"BPLegalEntity","OVERSEAS BRANCH - BP Oil Venezuela Limited","OVERSEAS BRANCH - BP Oil Venezuela Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP Oil Yemen Limited","OVERSEAS BRANCH - BP Oil Yemen Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP Pakistan (Badin) Inc.","OVERSEAS BRANCH - BP Pakistan (Badin) Inc."
"BPLegalEntity","OVERSEAS BRANCH - BP Pakistan Exploration and Production, Inc.","OVERSEAS BRANCH - BP Pakistan Exploration and Production, Inc."
"BPLegalEntity","OVERSEAS BRANCH - BP Pipelines (BTC) Limited","OVERSEAS BRANCH - BP Pipelines (BTC) Limited"
"BPLegalEntity","OVERSEAS BRANCH - BP Trinidad and Tobago LLC","OVERSEAS BRANCH - BP Trinidad and Tobago LLC"
"BPLegalEntity","OVERSEAS BRANCH - BP Turkey Refining Limited - Turkey","OVERSEAS BRANCH - BP Turkey Refining Limited - Turkey"
"BPLegalEntity","OVERSEAS BRANCH - BP+Amoco International Limited (Jamaica Branch)","OVERSEAS BRANCH - BP+Amoco International Limited (Jamaica Branch)"
"BPLegalEntity","OVERSEAS BRANCH - Castrol (Shenzhen) Company Limited - Guangzhou","OVERSEAS BRANCH - Castrol (Shenzhen) Company Limited - Guangzhou"
"BPLegalEntity","OVERSEAS BRANCH - Castrol (Shenzhen) Company Limited - Shanghai","OVERSEAS BRANCH - Castrol (Shenzhen) Company Limited - Shanghai"
"BPLegalEntity","OVERSEAS BRANCH - Castrol (Shenzhen) Company Limited - Shanghai Pudong","OVERSEAS BRANCH - Castrol (Shenzhen) Company Limited - Shanghai Pudong"
"BPLegalEntity","OVERSEAS BRANCH - Castrol Limited","OVERSEAS BRANCH - Castrol Limited"
"BPLegalEntity","OVERSEAS BRANCH - Exploration (Luderitz Basin) Limited","OVERSEAS BRANCH - Exploration (Luderitz Basin) Limited"
"BPLegalEntity","OVERSEAS BRANCH - Georgian Pipeline Company","OVERSEAS BRANCH - Georgian Pipeline Company"
"BPLegalEntity","OVERSEAS BRANCH - In Salah Gas Services Ltd - Netherlands","OVERSEAS BRANCH - In Salah Gas Services Ltd - Netherlands"
"BPLegalEntity","OVERSEAS BRANCH - Pan American Energy LLC - Sucursal Argentina","OVERSEAS BRANCH - Pan American Energy LLC - Sucursal Argentina"
"BPLegalEntity","OVERSEAS BRANCH - South Caucasus Pipeline Company Limited","OVERSEAS BRANCH - South Caucasus Pipeline Company Limited"
"BPLegalEntity","OVERSEAS BRANCH - South Caucasus Pipeline Option Gas Company Limited","OVERSEAS BRANCH - South Caucasus Pipeline Option Gas Company Limited"
"BPLegalEntity","OVERSEAS BRANCH - STDG Strassentransport Dispositions GMBH Spolka z ograniczona odpowiedzialnoscia - Oddzial w Polsce","OVERSEAS BRANCH - STDG Strassentransport Dispositions GMBH Spolka z ograniczona odpowiedzialnoscia - Oddzial w Polsce"
"BPLegalEntity","OVERSEAS BRANCH - Talisman Wiriagar Overseas Limited","OVERSEAS BRANCH - Talisman Wiriagar Overseas Limited"
"BPLegalEntity","OVERSEAS BRANCH - The Baku-Tbilisi-Ceyhan Pipeline Company","OVERSEAS BRANCH - The Baku-Tbilisi-Ceyhan Pipeline Company"
"BPLegalEntity","OVERSEAS BRANCH - The Baku-Tbilisi-Ceyhan Pipeline Company","OVERSEAS BRANCH - The Baku-Tbilisi-Ceyhan Pipeline Company"
"BPLegalEntity","OVERSEAS BRANCH - The Burmah Oil Company (Pakistan Trading) Limited","OVERSEAS BRANCH - The Burmah Oil Company (Pakistan Trading) Limited"
