"Type","UniqueName","Name"
"GoverningLaw","Nova Scotia (Canada)","Nova Scotia (Canada)"
"GoverningLaw","Nunavut (Canada)","Nunavut (Canada)"
"GoverningLaw","Ohio (United States of America)","Ohio (United States of America)"
"GoverningLaw","Oklahoma (United States of America)","Oklahoma (United States of America)"
"GoverningLaw","Oman","Oman"
"GoverningLaw","Oregon (United States of America)","Oregon (United States of America)"
"GoverningLaw","Pakistan","Pakistan"
"GoverningLaw","Palestinian Territories     ","Palestinian Territories     "
"GoverningLaw","Panama","Panama"
"GoverningLaw","Paraguay","Paraguay"
"GoverningLaw","Pennsylvania (United States of America)","Pennsylvania (United States of America)"
"GoverningLaw","People's Republic of China","People's Republic of China"
"GoverningLaw","Peru","Peru"
"GoverningLaw","Philippines","Philippines"
"GoverningLaw","Poland","Poland"
"GoverningLaw","Portugal","Portugal"
"GoverningLaw","Prince Edward Island (Canada)","Prince Edward Island (Canada)"
"GoverningLaw","Province of Ontario (Canada)","Province of Ontario (Canada)"
"GoverningLaw","Puerto Rico","Puerto Rico"
"GoverningLaw","Quebec (Canada)","Quebec (Canada)"
"GoverningLaw","Queensland (Australia)","Queensland (Australia)"
"GoverningLaw","Romania","Romania"
"GoverningLaw","Russian Federation","Russian Federation"
"GoverningLaw","Rwanda","Rwanda"
"GoverningLaw","Saskatchewan (Canada)","Saskatchewan (Canada)"
"GoverningLaw","Saudi Arabia","Saudi Arabia"
"GoverningLaw","Scotland","Scotland"
"GoverningLaw","Serbia","Serbia"
"GoverningLaw","Singapore","Singapore"
"GoverningLaw","Slovakia","Slovakia"
"GoverningLaw","Slovenia","Slovenia"
"GoverningLaw","South Africa","South Africa"
"GoverningLaw","South Australia (Australia)","South Australia (Australia)"
"GoverningLaw","South Carolina (United States of America)","South Carolina (United States of America)"
"GoverningLaw","Spain","Spain"
"GoverningLaw","Sri Lanka","Sri Lanka"
"GoverningLaw","Sudan","Sudan"
"GoverningLaw","Sweden","Sweden"
"GoverningLaw","Switzerland","Switzerland"
"GoverningLaw","Taiwan","Taiwan"
"GoverningLaw","Tanzania","Tanzania"
"GoverningLaw","Tasmania (Australia)","Tasmania (Australia)"
"GoverningLaw","Tennessee (United States of America)","Tennessee (United States of America)"
"GoverningLaw","Texas (United States of America)","Texas (United States of America)"
"GoverningLaw","Thailand","Thailand"
"GoverningLaw","Trinidad and Tobago","Trinidad and Tobago"
"GoverningLaw","Tunisia","Tunisia"
"GoverningLaw","Turkey","Turkey"
"GoverningLaw","Uganda","Uganda"
"GoverningLaw","Ukraine","Ukraine"
"GoverningLaw","Uruguay","Uruguay"
"GoverningLaw","Utah (United States of America)","Utah (United States of America)"
"GoverningLaw","Uzbekistan","Uzbekistan"
"GoverningLaw","Venezuela","Venezuela"
"GoverningLaw","Victoria (Australia)","Victoria (Australia)"
"GoverningLaw","Vietnam","Vietnam"
"GoverningLaw","Virginia (United States of America)","Virginia (United States of America)"
"GoverningLaw","Washington DC (United States of America)","Washington DC (United States of America)"
"GoverningLaw","Washington state (United States of America)","Washington state (United States of America)"
"GoverningLaw","Western Australia (Australia)","Western Australia (Australia)"
"GoverningLaw","Wisconsin (United States of America)","Wisconsin (United States of America)"
"GoverningLaw","Yukon (Canada)","Yukon (Canada)"
"GoverningLaw","Zambia","Zambia"
"GoverningLaw","Zimbabwe","Zimbabwe"
"Segment","Downstream","Downstream"
"Segment","Upstream","Upstream"
"Segment","OBAF","OBAF"
"Region","ABW","Aruba"
"Region","AFG","Afghanistan"
"Region","AFR","Africa"
"Region","AGO","Angola"
"Region","AIA","Anguilla"
"Region","ALA","Aland Islands"
"Region","ALB","Albania"
"Region","AND","Andorra"
"Region","ANT","Netherlands Antilles"
"Region","APAC","Asia Pacific"
"Region","ARE","United Arab Emirates"
"Region","ARG","Argentina"
"Region","ARM","Armenia"
"Region","ATF","French Southern Territories"
"Region","ATG","Antigua and Barbuda"
"Region","AUS","Australia"
"Region","AUT","Austria"
"Region","AZE","Azerbaijan"
"Region","All","All"
"Region","BDI","Burundi"
"Region","BEL","Belgium"
"Region","BEN","Benin"
"Region","BFA","Burkina Faso"
"Region","BGD","Bangladesh"
"Region","BGR","Bulgaria"
"Region","BHR","Bahrain"
"Region","BHS","Bahamas"
"Region","BIH","Bosnia and Herzegovina"
"Region","BLM","Saint BarthÃ©lemy"
"Region","BLR","Belarus"
"Region","BLZ","Belize"
"Region","BMU","Bermuda"
"Region","BOL","Bolivia"
"Region","BRA","Brazil"
"Region","BRB","Barbados"
"Region","BRN","Brunei Darussalam"
"Region","BTN","Bhutan"
"Region","BVT","Bouvet Islands"
"Region","BWA","Botswana"
"Region","CAF","Central African Republic"
"Region","CAN","Canada"
"Region","CCK","Cocos (Keeling) Islands"
"Region","CHE","Switzerland"
"Region","CHL","Chile"
"Region","CHN","China"
"Region","CIV","Cote d'Ivoire"
"Region","CMR","Cameroon"
"Region","COD","Congo"
"Region","COG","Congo"
"Region","COL","Colombia"
"Region","COM","Comoros"
"Region","CPV","Cape Verde"
"Region","CRI","Costa Rica"
"Region","CXR","Christmas Island"
"Region","CYM","Cayman Islands"
"Region","CYP","Cyprus"
"Region","CZE","Czech Republic"
"Region","DEU","Germany"
"Region","DJI","Djibouti"
"Region","DMA","Dominica"
"Region","DNK","Denmark"
"Region","DOM","Dominican Republic"
"Region","DZA","Algeria"
"Region","ECU","Ecuador"
"Region","EGY","Egypt"
"Region","EMEA","Europe"
"Region","ERI","Eritrea"
"Region","ESH","Western Sahara"
"Region","ESP","Spain"
"Region","EST","Estonia"
"Region","ETH","Ethiopia"
"Region","FIN","Finland"
"Region","FLK","Falkland Islands"
"Region","FRA","France"
"Region","FRO","Faroe Islands"
"Region","GAB","Gabon"
"Region","GBR","United Kingdom"
"Region","GEO","Georgia"
"Region","GGY","Guernsey"
"Region","GHA","Ghana"
"Region","GIB","Gibraltar"
"Region","GIN","Guinea"
"Region","GLP","Guadeloupe"
"Region","GMB","Gambia"
"Region","GNB","Guinea-Bissau"
"Region","GNQ","Equatorial Guinea"
"Region","GRC","Greece"
"Region","GRD","Grenada"
"Region","GRL","Greenland"
"Region","GTM","Guatemala"
"Region","GUF","French Guiana"
"Region","GUY","Guyana"
"Region","HKG","Hong Kong"
"Region","HMD","Heard Island and McDonald Islands"
"Region","HND","Honduras"
"Region","HRV","Croatia"
"Region","HTI","Haiti"
"Region","HUN","Hungary"
"Region","IDN","Indonesia"
"Region","IMN","Isle of Man"
"Region","IND","India"
"Region","IOT","British Indian Ocean Territory"
"Region","IRL","Ireland"
"Region","IRQ","Iraq"
"Region","ISL","Iceland"
"Region","ISR","Israel"
"Region","ITA","Italy"
"Region","JAM","Jamaica"
"Region","JEY","Jersey"
"Region","JOR","Jordan"
"Region","JPN","Japan"
"Region","KAZ","Kazakhstan"
"Region","KEN","Kenya"
"Region","KGZ","Kyrgyzstan"
"Region","KHM","Cambodia"
"Region","KNA","Saint Kitts and Nevis"
"Region","KOR","South Korea"
"Region","KWT","Kuwait"
"Region","LAO","Laos"
"Region","LBN","Lebanon"
"Region","LBR","Liberia"
"Region","LBY","Libyan Arab Jamahiriya"
"Region","LCA","Saint Lucia"
"Region","LIE","Liechtenstein"
"Region","LKA","Sri Lanka"
"Region","LSO","Lesotho"
"Region","LTU","Lithuania"
"Region","LUX","Luxembourg"
"Region","LVA","Latvia"
"Region","MAC","Macau"
"Region","MAF","Saint Martin"
"Region","MAR","Morocco"
"Region","MCO","Monaco"
"Region","MDA","Moldova"
"Region","MDG","Madagascar"
"Region","MDV","Maldives"
"Region","MEX","Mexico"
"Region","MKD","Macedonia"
"Region","MLI","Mali"
"Region","MLT","Malta"
"Region","MMR","Myanmar"
"Region","MNE","Montenegro"
"Region","MNG","Mongolia"
"Region","MOZ","Mozambique"
"Region","MRT","Mauritania"
"Region","MSR","Montserrat"
"Region","MTQ","Martinique"
"Region","MUS","Mauritius"
"Region","MWI","Malawi"
"Region","MYS","Malaysia"
"Region","NAM","Namibia"
"Region","NAMER","North America"
"Region","NCL","New Caledonia"
"Region","NER","Niger"
"Region","NGA","Nigeria"
"Region","NIC","Nicaragua"
"Region","NLD","Netherlands"
"Region","NOR","Norway"
"Region","NZL","New Zealand"
"Region","OMN","Oman"
"Region","PAK","Pakistan"
"Region","PAN","Panama"
"Region","PER","Peru"
"Region","PHL","Philippines"
"Region","POL","Poland"
"Region","PRI","Puerto Rico"
"Region","PRT","Portugal"
"Region","PRY","Paraguay"
"Region","QAT","Qatar"
"Region","REU","Reunion"
"Region","ROU","Russian Federation"
"Region","RWA","Rwanda"
"Region","SAMER","South America"
"Region","SAU","Saudi Arabia"
"Region","SDN","Sudan"
"Region","SEN","Senegal"
"Region","SGP","Singapore"
"Region","SGS","South Georgia"
"Region","SHN","Saint Helena"
"Region","SJM","Svalbard and Jan Mayen Islands"
"Region","SLE","Sierra Leone"
"Region","SLV","El Salvador"
"Region","SMR","San Marino"
"Region","SOM","Somalia"
"Region","SPM","Saint Pierre and Miquelon"
"Region","SRB","Serbia"
"Region","SSD","South Sudan"
"Region","STP","Sao Tome and Principe"
"Region","SUR","Suriname"
"Region","SVK","Slovakia"
"Region","SVN","Slovenia"
"Region","SWE","Sweden"
"Region","SWZ","Swaziland"
"Region","SYC","Seychelles"
"Region","TCA","Turks and Caicos Islands"
"Region","TCD","Chad"
"Region","TGO","Togo"
"Region","THA","Thailand"
"Region","TJK","Tajikistan"
"Region","TKM","Turkmenistan"
"Region","TLS","Timor-Leste"
"Region","TTO","Trinidad and Tobago"
"Region","TUN","Tunisia"
"Region","TUR","Turkey"
"Region","TWN","Taiwan"
"Region","TZA","Tanzania"
"Region","UGA","Uganda"
"Region","UKR","Ukraine"
"Region","UMI","United States Minor Outlying Islands"
"Region","URY","Uruguay"
"Region","USA","United States of America"
"Region","UZB","Uzbekistan"
"Region","VAT","Vatican City State (Holy See)"
"Region","VCT","Saint Vincent and the Grenadines"
"Region","VDR","Vietnam"
"Region","VEN","Venezuela"
"Region","ZAF","South Africa"
"Region","ZWE","Zimbabwe"
